Date,Type,Sub Type,Action,Symbol,Instrument Type,Description,Value,Quantity,Average Price,Commissions,Fees,Multiplier,Root Symbol,Underlying Symbol,Expiration Date,Strike Price,Call or Put,Order #,Currency
2023-12-30T11:50:20-0800,Money Movement,Balance Adjustment,,,,Regulatory fee adjustment,-0.01,0,,--,0.00,,,,,,,,USD
2023-12-29T14:00:00-0800,Money Movement,Credit Interest,,,,INTEREST ON CREDIT BALANCE,0.18,0,,--,0.00,,,,,,,,USD
2023-12-29T09:43:35-0800,Trade,Sell to Open,SELL_TO_OPEN,SPY   240216P00458000,Equity Option,Sold 1 SPY 02/16/24 Put 458.00 @ 2.94,294.00,1,294.00,-1.00,-0.132,100,SPY,SPY,2/16/24,458.0,PUT,301342998,USD
2023-12-29T09:43:35-0800,Trade,Buy to Close,BUY_TO_CLOSE,SPY   240119P00458000,Equity Option,Bought 1 SPY 01/19/24 Put 458.00 @ 0.86,-86.00,1,-86.00,0.00,-0.12,100,SPY,SPY,1/19/24,458.0,PUT,301342998,USD
2023-12-18T14:00:00-0800,Money Movement,Credit Interest,,,,INTEREST ON CREDIT BALANCE,0.16,0,,--,0.00,,,,,,,,USD
2023-12-14T11:27:57-0800,Trade,Sell to Open,SELL_TO_OPEN,SPY   240119P00458000,Equity Option,Sold 1 SPY 01/19/24 Put 458.00 @ 2.12,212.00,1,212.00,-1.00,-0.132,100,SPY,SPY,1/19/24,458.0,PUT,299482149,USD
2023-12-14T11:27:57-0800,Trade,Buy to Open,BUY_TO_OPEN,SPY   240419P00510000,Equity Option,Bought 1 SPY 04/19/24 Put 510.00 @ 40.88,"-4,088.00",1,"-4,088.00",-1.00,-0.12,100,SPY,SPY,4/19/24,510.0,PUT,299482149,USD
2023-12-14T07:25:05-0800,Trade,Buy to Close,BUY_TO_CLOSE,PYPL  240119C00060000,Equity Option,Bought 5 PYPL 01/19/24 Call 60.00 @ 4.64,"-2,320.00",5,-464.00,0.00,-0.60,100,PYPL,PYPL,1/19/24,60.0,CALL,299360665,USD
2023-12-14T07:25:05-0800,Trade,Sell to Close,SELL_TO_CLOSE,PYPL,Equity,Sold 500 PYPL @ 63.13,"31,565.00",500,63.13,0.00,-0.733,,,,,,,299360665,USD
2023-12-09T13:15:02-0800,Money Movement,Balance Adjustment,,,,Regulatory fee adjustment,-0.02,0,,--,0.00,,,,,,,,USD
2023-12-08T07:56:06-0800,Trade,Sell to Close,SELL_TO_CLOSE,DOCU  240216C00045000,Equity Option,Sold 1 DOCU 02/16/24 Call 45.00 @ 5.90,590.00,1,590.00,0.00,-0.132,100,DOCU,DOCU,2/16/24,45.0,CALL,298539072,USD
2023-12-08T06:50:33-0800,Trade,Buy to Close,BUY_TO_CLOSE,DOCU  231208C00050000,Equity Option,Bought 1 DOCU 12/08/23 Call 50.00 @ 0.03,-3.00,1,-3.00,0.00,-0.12,100,DOCU,DOCU,12/08/23,50.0,CALL,298487154,USD
2023-12-07T10:41:17-0800,Trade,Sell to Open,SELL_TO_OPEN,DOCU  231208C00050000,Equity Option,Sold 1 DOCU 12/08/23 Call 50.00 @ 1.01,101.00,1,101.00,-1.00,-0.132,100,DOCU,DOCU,12/08/23,50.0,CALL,298395941,USD
2023-12-07T10:41:17-0800,Trade,Buy to Open,BUY_TO_OPEN,DOCU  240216C00045000,Equity Option,Bought 1 DOCU 02/16/24 Call 45.00 @ 4.99,-499.00,1,-499.00,-1.00,-0.12,100,DOCU,DOCU,2/16/24,45.0,CALL,298395941,USD
2023-11-27T07:13:07-0800,Trade,Buy to Close,BUY_TO_CLOSE,PYPL  231215C00060000,Equity Option,Bought 5 PYPL 12/15/23 Call 60.00 @ 0.40,-200.00,5,-40.00,0.00,-0.60,100,PYPL,PYPL,12/15/23,60.0,CALL,296734478,USD
2023-11-27T07:13:07-0800,Trade,Sell to Open,SELL_TO_OPEN,PYPL  240119C00060000,Equity Option,Sold 5 PYPL 01/19/24 Call 60.00 @ 1.31,655.00,5,131.00,-5.00,-0.622,100,PYPL,PYPL,1/19/24,60.0,CALL,296734478,USD
2023-11-18T14:36:30-0800,Money Movement,Balance Adjustment,,,,Regulatory fee adjustment,-0.01,0,,--,0.00,,,,,,,,USD
2023-11-16T14:00:00-0800,Money Movement,Credit Interest,,,,INTEREST ON CREDIT BALANCE,0.16,0,,--,0.00,,,,,,,,USD
2023-11-15T06:39:58-0800,Trade,Sell to Close,SELL_TO_CLOSE,TGT   240119C00110000,Equity Option,Sold 1 TGT 01/19/24 Call 110.00 @ 20.45,"2,045.00",1,"2,045.00",0.00,-0.142,100,TGT,TGT,1/19/24,110.0,CALL,295429991,USD
2023-11-15T06:39:58-0800,Trade,Buy to Close,BUY_TO_CLOSE,TGT   231117C00120000,Equity Option,Bought 1 TGT 11/17/23 Call 120.00 @ 9.00,-900.00,1,-900.00,0.00,-0.12,100,TGT,TGT,11/17/23,120.0,CALL,295429991,USD
2023-11-14T11:56:02-0800,Trade,Sell to Open,SELL_TO_OPEN,TGT   231117C00120000,Equity Option,Sold 1 TGT 11/17/23 Call 120.00 @ 1.06,106.00,1,106.00,-1.00,-0.132,100,TGT,TGT,11/17/23,120.0,CALL,295357798,USD
2023-11-14T11:56:02-0800,Trade,Buy to Open,BUY_TO_OPEN,TGT   240119C00110000,Equity Option,Bought 1 TGT 01/19/24 Call 110.00 @ 7.18,-718.00,1,-718.00,-1.00,-0.12,100,TGT,TGT,1/19/24,110.0,CALL,295357798,USD
2023-11-07T07:35:11-0800,Trade,Buy to Close,BUY_TO_CLOSE,UNG   231117C00007000,Equity Option,Bought 2 UNG 11/17/23 Call 7.00 @ 0.10,-20.00,2,-10.00,0.00,-0.24,100,UNG,UNG,11/17/23,7.0,CALL,294237903,USD
2023-11-02T11:20:36-0700,Trade,Sell to Open,SELL_TO_OPEN,PYPL  231215C00060000,Equity Option,Sold 4 PYPL 12/15/23 Call 60.00 @ 0.86,344.00,4,86.00,-4.00,-0.50,100,PYPL,PYPL,12/15/23,60.0,CALL,293673017,USD
2023-11-02T11:20:36-0700,Trade,Sell to Open,SELL_TO_OPEN,PYPL  231215C00060000,Equity Option,Sold 1 PYPL 12/15/23 Call 60.00 @ 0.86,86.00,1,86.00,-1.00,-0.132,100,PYPL,PYPL,12/15/23,60.0,CALL,293673017,USD
2023-10-16T14:00:00-0700,Money Movement,Credit Interest,,,,INTEREST ON CREDIT BALANCE,0.15,0,,--,0.00,,,,,,,,USD
2023-10-14T09:56:03-0700,Money Movement,Balance Adjustment,,,,Regulatory fee adjustment,-0.03,0,,--,0.00,,,,,,,,USD
2023-10-13T08:29:54-0700,Trade,Sell to Close,SELL_TO_CLOSE,QQQ   231020P00330000,Equity Option,Sold 1 QQQ 10/20/23 Put 330.00 @ 0.21,21.00,1,21.00,0.00,-0.132,100,QQQ,QQQ,10/20/23,330.0,PUT,290551023,USD
2023-10-13T08:29:54-0700,Trade,Sell to Close,SELL_TO_CLOSE,QQQ   231020C00380000,Equity Option,Sold 1 QQQ 10/20/23 Call 380.00 @ 0.28,28.00,1,28.00,0.00,-0.132,100,QQQ,QQQ,10/20/23,380.0,CALL,290551023,USD
2023-10-13T08:29:54-0700,Trade,Buy to Close,BUY_TO_CLOSE,QQQ   231020P00340000,Equity Option,Bought 1 QQQ 10/20/23 Put 340.00 @ 0.36,-36.00,1,-36.00,0.00,-0.12,100,QQQ,QQQ,10/20/23,340.0,PUT,290551023,USD
2023-10-13T08:29:54-0700,Trade,Buy to Close,BUY_TO_CLOSE,QQQ   231020C00370000,Equity Option,Bought 1 QQQ 10/20/23 Call 370.00 @ 2.66,-266.00,1,-266.00,0.00,-0.12,100,QQQ,QQQ,10/20/23,370.0,CALL,290551023,USD
2023-10-06T12:52:42-0700,Trade,Sell to Close,SELL_TO_CLOSE,AAPL  231020C00200000,Equity Option,Sold 1 AAPL 10/20/23 Call 200.00 @ 0.01,1.00,1,1.00,0.00,-0.132,100,AAPL,AAPL,10/20/23,200.0,CALL,289660880,USD
2023-10-06T12:52:42-0700,Trade,Sell to Close,SELL_TO_CLOSE,AAPL  231117C00180000,Equity Option,Sold 1 AAPL 11/17/23 Call 180.00 @ 5.27,527.00,1,527.00,0.00,-0.132,100,AAPL,AAPL,11/17/23,180.0,CALL,289660880,USD
2023-09-30T10:29:04-0700,Money Movement,Balance Adjustment,,,,Regulatory fee adjustment,-0.03,0,,--,0.00,,,,,,,,USD
2023-09-28T11:11:35-0700,Trade,Buy to Close,BUY_TO_CLOSE,AAPL  231020C00190000,Equity Option,Bought 2 AAPL 10/20/23 Call 190.00 @ 0.09,-18.00,2,-9.00,0.00,-0.26,100,AAPL,AAPL,10/20/23,190.0,CALL,288366473,USD
2023-09-28T09:28:20-0700,Trade,Sell to Open,SELL_TO_OPEN,UNG   231117C00007000,Equity Option,Sold 2 UNG 11/17/23 Call 7.00 @ 0.52,104.00,2,52.00,-2.00,-0.275,100,UNG,UNG,11/17/23,7.0,CALL,288332216,USD
2023-09-26T10:51:28-0700,Trade,Buy to Open,BUY_TO_OPEN,QQQ   231020P00330000,Equity Option,Bought 1 QQQ 10/20/23 Put 330.00 @ 1.63,-163.00,1,-163.00,-1.00,-0.13,100,QQQ,QQQ,10/20/23,330.0,PUT,287936467,USD
2023-09-26T10:51:28-0700,Trade,Buy to Open,BUY_TO_OPEN,QQQ   231020C00380000,Equity Option,Bought 1 QQQ 10/20/23 Call 380.00 @ 0.62,-62.00,1,-62.00,-1.00,-0.13,100,QQQ,QQQ,10/20/23,380.0,CALL,287936467,USD
2023-09-26T10:51:28-0700,Trade,Sell to Open,SELL_TO_OPEN,QQQ   231020P00340000,Equity Option,Sold 1 QQQ 10/20/23 Put 340.00 @ 3.08,308.00,1,308.00,-1.00,-0.142,100,QQQ,QQQ,10/20/23,340.0,PUT,287936467,USD
2023-09-26T10:51:28-0700,Trade,Sell to Open,SELL_TO_OPEN,QQQ   231020C00370000,Equity Option,Sold 1 QQQ 10/20/23 Call 370.00 @ 2.21,221.00,1,221.00,-1.00,-0.142,100,QQQ,QQQ,10/20/23,370.0,CALL,287936467,USD
2023-09-23T12:22:08-0700,Money Movement,Balance Adjustment,,,,Regulatory fee adjustment,-0.02,0,,--,0.00,,,,,,,,USD
2023-09-21T07:18:41-0700,Trade,Buy to Close,BUY_TO_CLOSE,DIS   231020C00083000,Equity Option,Bought 1 DIS 10/20/23 Call 83.00 @ 2.55,-255.00,1,-255.00,0.00,-0.13,100,DIS,DIS,10/20/23,83.0,CALL,287239854,USD
2023-09-21T07:18:41-0700,Trade,Sell to Close,SELL_TO_CLOSE,DIS   231020C00078000,Equity Option,Sold 2 DIS 10/20/23 Call 78.00 @ 6.06,"1,212.00",2,606.00,0.00,-0.275,100,DIS,DIS,10/20/23,78.0,CALL,287239854,USD
2023-09-21T07:14:26-0700,Trade,Buy to Close,BUY_TO_CLOSE,PYPL  231020C00067500,Equity Option,Bought 5 PYPL 10/20/23 Call 67.50 @ 0.23,-115.00,5,-23.00,0.00,-0.65,100,PYPL,PYPL,10/20/23,67.5,CALL,287236041,USD
2023-09-19T10:55:48-0700,Trade,Sell to Open,SELL_TO_OPEN,DIS   231020C00083000,Equity Option,Sold 1 DIS 10/20/23 Call 83.00 @ 2.09,209.00,1,209.00,-1.00,-0.142,100,DIS,DIS,10/20/23,83.0,CALL,286933034,USD
2023-09-19T10:55:48-0700,Trade,Buy to Open,BUY_TO_OPEN,DIS   231020C00078000,Equity Option,Bought 2 DIS 10/20/23 Call 78.00 @ 5.41,"-1,082.00",2,-541.00,-2.00,-0.26,100,DIS,DIS,10/20/23,78.0,CALL,286933034,USD
2023-09-19T09:00:18-0700,Trade,Sell to Close,SELL_TO_CLOSE,TSLA  231020P00280000,Equity Option,Sold 1 TSLA 10/20/23 Put 280.00 @ 24.31,"2,431.00",1,"2,431.00",0.00,-0.152,100,TSLA,TSLA,10/20/23,280.0,PUT,286895347,USD
2023-09-19T09:00:18-0700,Trade,Buy to Close,BUY_TO_CLOSE,TSLA  231020P00270000,Equity Option,Bought 1 TSLA 10/20/23 Put 270.00 @ 18.26,"-1,826.00",1,"-1,826.00",0.00,-0.13,100,TSLA,TSLA,10/20/23,270.0,PUT,286895347,USD
2023-09-18T14:00:00-0700,Money Movement,Credit Interest,,,,INTEREST ON CREDIT BALANCE,0.22,0,,--,0.00,,,,,,,,USD
2023-09-15T10:38:29-0700,Trade,Sell to Open,SELL_TO_OPEN,TSLA  231020P00270000,Equity Option,Sold 1 TSLA 10/20/23 Put 270.00 @ 14.70,"1,470.00",1,"1,470.00",-1.00,-0.152,100,TSLA,TSLA,10/20/23,270.0,PUT,286553953,USD
2023-09-15T10:38:29-0700,Trade,Buy to Open,BUY_TO_OPEN,TSLA  231020P00280000,Equity Option,Bought 1 TSLA 10/20/23 Put 280.00 @ 19.80,"-1,980.00",1,"-1,980.00",-1.00,-0.13,100,TSLA,TSLA,10/20/23,280.0,PUT,286553953,USD
2023-09-12T11:45:14-0700,Trade,Sell to Open,SELL_TO_OPEN,PYPL  231020C00067500,Equity Option,Sold 5 PYPL 10/20/23 Call 67.50 @ 0.92,460.00,5,92.00,-5.00,-0.672,100,PYPL,PYPL,10/20/23,67.5,CALL,285967769,USD
2023-09-09T09:43:27-0700,Money Movement,Balance Adjustment,,,,Regulatory fee adjustment,-0.02,0,,--,0.00,,,,,,,,USD
2023-09-07T08:19:44-0700,Trade,Sell to Open,SELL_TO_OPEN,AAPL  231020C00190000,Equity Option,Sold 2 AAPL 10/20/23 Call 190.00 @ 1.53,306.00,2,153.00,-2.00,-0.275,100,AAPL,AAPL,10/20/23,190.0,CALL,285319420,USD
2023-09-07T08:19:44-0700,Trade,Buy to Open,BUY_TO_OPEN,AAPL  231117C00180000,Equity Option,Bought 1 AAPL 11/17/23 Call 180.00 @ 7.54,-754.00,1,-754.00,-1.00,-0.13,100,AAPL,AAPL,11/17/23,180.0,CALL,285319420,USD
2023-09-07T08:19:44-0700,Trade,Buy to Open,BUY_TO_OPEN,AAPL  231020C00200000,Equity Option,Bought 1 AAPL 10/20/23 Call 200.00 @ 0.38,-38.00,1,-38.00,-1.00,-0.13,100,AAPL,AAPL,10/20/23,200.0,CALL,285319420,USD
2023-09-06T07:46:41-0700,Trade,Sell to Close,SELL_TO_CLOSE,TSLA  231020P00265000,Equity Option,Sold 1 TSLA 10/20/23 Put 265.00 @ 27.70,"2,770.00",1,"2,770.00",0.00,-0.162,100,TSLA,TSLA,10/20/23,265.0,PUT,285091982,USD
2023-09-06T07:46:41-0700,Trade,Buy to Close,BUY_TO_CLOSE,TSLA  231020P00255000,Equity Option,Bought 1 TSLA 10/20/23 Put 255.00 @ 21.50,"-2,150.00",1,"-2,150.00",0.00,-0.13,100,TSLA,TSLA,10/20/23,255.0,PUT,285091982,USD
2023-09-05T09:54:53-0700,Trade,Sell to Open,SELL_TO_OPEN,TSLA  231020P00255000,Equity Option,Sold 1 TSLA 10/20/23 Put 255.00 @ 17.15,"1,715.00",1,"1,715.00",-1.00,-0.152,100,TSLA,TSLA,10/20/23,255.0,PUT,284951881,USD
2023-09-05T09:54:53-0700,Trade,Buy to Open,BUY_TO_OPEN,TSLA  231020P00265000,Equity Option,Bought 1 TSLA 10/20/23 Put 265.00 @ 22.50,"-2,250.00",1,"-2,250.00",-1.00,-0.13,100,TSLA,TSLA,10/20/23,265.0,PUT,284951881,USD
2023-08-26T12:27:01-0700,Money Movement,Balance Adjustment,,,,Regulatory fee adjustment,-0.02,0,,--,0.00,,,,,,,,USD
2023-08-25T09:34:46-0700,Trade,Sell to Close,SELL_TO_CLOSE,NVDA  231020P00485000,Equity Option,Sold 1 NVDA 10/20/23 Put 485.00 @ 48.06,"4,806.00",1,"4,806.00",0.00,-0.172,100,NVDA,NVDA,10/20/23,485.0,PUT,283702124,USD
2023-08-25T09:34:46-0700,Trade,Buy to Close,BUY_TO_CLOSE,NVDA  231020P00475000,Equity Option,Bought 1 NVDA 10/20/23 Put 475.00 @ 41.71,"-4,171.00",1,"-4,171.00",0.00,-0.13,100,NVDA,NVDA,10/20/23,475.0,PUT,283702124,USD
2023-08-24T12:10:21-0700,Trade,Buy to Open,BUY_TO_OPEN,PYPL,Equity,Bought 200 PYPL @ 61.01,"-12,201.38",200,-61.01,0.00,-0.16,,,,,,,283523384,USD
2023-08-24T12:09:28-0700,Trade,Sell to Open,SELL_TO_OPEN,NVDA  231020P00475000,Equity Option,Sold 1 NVDA 10/20/23 Put 475.00 @ 29.52,"2,952.00",1,"2,952.00",-1.00,-0.162,100,NVDA,NVDA,10/20/23,475.0,PUT,283523102,USD
2023-08-24T12:09:28-0700,Trade,Buy to Open,BUY_TO_OPEN,NVDA  231020P00485000,Equity Option,Bought 1 NVDA 10/20/23 Put 485.00 @ 34.65,"-3,465.00",1,"-3,465.00",-1.00,-0.13,100,NVDA,NVDA,10/20/23,485.0,PUT,283523102,USD
2023-08-18T07:34:09-0700,Trade,Buy to Open,BUY_TO_OPEN,PYPL,Equity,Bought 300 PYPL @ 58.90,"-17,669.58",300,-58.90,0.00,-0.24,,,,,,,282574725,USD
2023-08-16T14:00:00-0700,Money Movement,Credit Interest,,,,INTEREST ON CREDIT BALANCE,0.41,0,,--,0.00,,,,,,,,USD
2023-07-22T10:11:29-0700,Money Movement,Balance Adjustment,,,,Regulatory fee adjustment,-0.02,0,,--,0.00,,,,,,,,USD
2023-07-18T09:10:33-0700,Trade,Sell to Close,SELL_TO_CLOSE,MSFT  230818P00295000,Equity Option,Sold 1 MSFT 08/18/23 Put 295.00 @ 0.72,72.00,1,72.00,0.00,-0.142,100,MSFT,MSFT,8/18/23,295.0,PUT,277646638,USD
2023-07-18T09:10:33-0700,Trade,Buy to Close,BUY_TO_CLOSE,MSFT  230818P00305000,Equity Option,Bought 1 MSFT 08/18/23 Put 305.00 @ 1.07,-107.00,1,-107.00,0.00,-0.13,100,MSFT,MSFT,8/18/23,305.0,PUT,277646638,USD
2023-07-18T09:10:33-0700,Trade,Sell to Close,SELL_TO_CLOSE,MSFT  230818C00365000,Equity Option,Sold 1 MSFT 08/18/23 Call 365.00 @ 12.25,"1,225.00",1,"1,225.00",0.00,-0.142,100,MSFT,MSFT,8/18/23,365.0,CALL,277646638,USD
2023-07-18T09:10:33-0700,Trade,Buy to Close,BUY_TO_CLOSE,MSFT  230818C00355000,Equity Option,Bought 1 MSFT 08/18/23 Call 355.00 @ 17.38,"-1,738.00",1,"-1,738.00",0.00,-0.13,100,MSFT,MSFT,8/18/23,355.0,CALL,277646638,USD
2023-07-17T14:00:00-0700,Money Movement,Credit Interest,,,,INTEREST ON CREDIT BALANCE,0.39,0,,--,0.00,,,,,,,,USD
2023-07-14T08:34:38-0700,Trade,Buy to Close,BUY_TO_CLOSE,UNG   230818C00008000,Equity Option,Bought 2 UNG 08/18/23 Call 8.00 @ 0.16,-32.00,2,-16.00,0.00,-0.26,100,UNG,UNG,8/18/23,8.0,CALL,277222904,USD
2023-07-06T10:28:07-0700,Trade,Sell to Close,SELL_TO_CLOSE,QQQ   230818P00361000,Equity Option,Sold 1 QQQ 08/18/23 Put 361.00 @ 6.44,644.00,1,644.00,0.00,-0.142,100,QQQ,QQQ,8/18/23,361.0,PUT,276007040,USD
2023-07-05T07:06:55-0700,Trade,Buy to Close,BUY_TO_CLOSE,QQQ   230721P00347000,Equity Option,Bought 1 QQQ 07/21/23 Put 347.00 @ 0.58,-58.00,1,-58.00,0.00,-0.13,100,QQQ,QQQ,7/21/23,347.0,PUT,275722616,USD
2023-07-01T08:18:37-0700,Money Movement,Balance Adjustment,,,,Regulatory fee adjustment,-0.04,0,,--,0.00,,,,,,,,USD
2023-06-27T12:39:46-0700,Trade,Sell to Close,SELL_TO_CLOSE,AMD   230721P00085000,Equity Option,Sold 1 AMD 07/21/23 Put 85.00 @ 0.12,12.00,1,12.00,0.00,-0.142,100,AMD,AMD,7/21/23,85.0,PUT,274894863,USD
2023-06-27T12:39:46-0700,Trade,Sell to Close,SELL_TO_CLOSE,AMD   230721C00160000,Equity Option,Sold 1 AMD 07/21/23 Call 160.00 @ 0.07,7.00,1,7.00,0.00,-0.142,100,AMD,AMD,7/21/23,160.0,CALL,274894863,USD
2023-06-27T12:39:46-0700,Trade,Buy to Close,BUY_TO_CLOSE,AMD   230721P00100000,Equity Option,Bought 1 AMD 07/21/23 Put 100.00 @ 1.02,-102.00,1,-102.00,0.00,-0.13,100,AMD,AMD,7/21/23,100.0,PUT,274894863,USD
2023-06-27T12:39:46-0700,Trade,Buy to Close,BUY_TO_CLOSE,AMD   230721C00145000,Equity Option,Bought 1 AMD 07/21/23 Call 145.00 @ 0.19,-19.00,1,-19.00,0.00,-0.13,100,AMD,AMD,7/21/23,145.0,CALL,274894863,USD
2023-06-27T09:43:47-0700,Trade,Buy to Open,BUY_TO_OPEN,MSFT  230818P00295000,Equity Option,Bought 1 MSFT 08/18/23 Put 295.00 @ 2.61,-261.00,1,-261.00,-1.00,-0.13,100,MSFT,MSFT,8/18/23,295.0,PUT,274823866,USD
2023-06-27T09:43:47-0700,Trade,Sell to Open,SELL_TO_OPEN,MSFT  230818P00305000,Equity Option,Sold 1 MSFT 08/18/23 Put 305.00 @ 3.87,387.00,1,387.00,-1.00,-0.142,100,MSFT,MSFT,8/18/23,305.0,PUT,274823866,USD
2023-06-27T09:43:47-0700,Trade,Buy to Open,BUY_TO_OPEN,MSFT  230818C00365000,Equity Option,Bought 1 MSFT 08/18/23 Call 365.00 @ 3.03,-303.00,1,-303.00,-1.00,-0.13,100,MSFT,MSFT,8/18/23,365.0,CALL,274823866,USD
2023-06-27T09:43:47-0700,Trade,Sell to Open,SELL_TO_OPEN,MSFT  230818C00355000,Equity Option,Sold 1 MSFT 08/18/23 Call 355.00 @ 5.04,504.00,1,504.00,-1.00,-0.142,100,MSFT,MSFT,8/18/23,355.0,CALL,274823866,USD
2023-06-21T09:58:40-0700,Trade,Sell to Open,SELL_TO_OPEN,UNG   230818C00008000,Equity Option,Sold 1 UNG 08/18/23 Call 8.00 @ 0.43,43.00,1,43.00,-1.00,-0.142,100,UNG,UNG,8/18/23,8.0,CALL,274032884,USD
2023-06-21T09:58:40-0700,Trade,Sell to Open,SELL_TO_OPEN,UNG   230818C00008000,Equity Option,Sold 1 UNG 08/18/23 Call 8.00 @ 0.43,43.00,1,43.00,-1.00,-0.142,100,UNG,UNG,8/18/23,8.0,CALL,274032884,USD
2023-06-17T10:56:54-0700,Money Movement,Balance Adjustment,,,,Regulatory fee adjustment,-0.01,0,,--,0.00,,,,,,,,USD
2023-06-16T14:00:00-0700,Money Movement,Credit Interest,,,,INTEREST ON CREDIT BALANCE,0.40,0,,--,0.00,,,,,,,,USD
2023-06-15T08:50:07-0700,Trade,Sell to Close,SELL_TO_CLOSE,TGT   230818C00135000,Equity Option,Sold 1 TGT 08/18/23 Call 135.00 @ 9.00,900.00,1,900.00,0.00,-0.142,100,TGT,TGT,8/18/23,135.0,CALL,273327580,USD
2023-06-15T08:49:34-0700,Trade,Buy to Close,BUY_TO_CLOSE,TGT   230721C00145000,Equity Option,Bought 1 TGT 07/21/23 Call 145.00 @ 2.06,-206.00,1,-206.00,0.00,-0.13,100,TGT,TGT,7/21/23,145.0,CALL,273327307,USD
2023-06-10T07:06:48-0700,Money Movement,Balance Adjustment,,,,Regulatory fee adjustment,-0.03,0,,--,0.00,,,,,,,,USD
2023-06-07T10:10:47-0700,Trade,Sell to Open,SELL_TO_OPEN,AMD   230721C00145000,Equity Option,Sold 1 AMD 07/21/23 Call 145.00 @ 1.46,146.00,1,146.00,-1.00,-0.142,100,AMD,AMD,7/21/23,145.0,CALL,272072455,USD
2023-06-07T10:10:47-0700,Trade,Sell to Open,SELL_TO_OPEN,AMD   230721P00100000,Equity Option,Sold 1 AMD 07/21/23 Put 100.00 @ 1.27,127.00,1,127.00,-1.00,-0.142,100,AMD,AMD,7/21/23,100.0,PUT,272072455,USD
2023-06-07T10:10:47-0700,Trade,Buy to Open,BUY_TO_OPEN,AMD   230721C00160000,Equity Option,Bought 1 AMD 07/21/23 Call 160.00 @ 0.61,-61.00,1,-61.00,-1.00,-0.13,100,AMD,AMD,7/21/23,160.0,CALL,272072455,USD
2023-06-07T10:10:47-0700,Trade,Buy to Open,BUY_TO_OPEN,AMD   230721P00085000,Equity Option,Bought 1 AMD 07/21/23 Put 85.00 @ 0.27,-27.00,1,-27.00,-1.00,-0.13,100,AMD,AMD,7/21/23,85.0,PUT,272072455,USD
2023-06-06T08:18:35-0700,Trade,Sell to Open,SELL_TO_OPEN,TGT   230721C00145000,Equity Option,Sold 1 TGT 07/21/23 Call 145.00 @ 1.10,110.00,1,110.00,-1.00,-0.142,100,TGT,TGT,7/21/23,145.0,CALL,271807140,USD
