Date,Type,Sub Type,Action,Symbol,Instrument Type,Description,Value,Quantity,Average Price,Commissions,Fees,Multiplier,Root Symbol,Underlying Symbol,Expiration Date,Strike Price,Call or Put,Order #,Currency
2023-06-06T08:18:35-0700,Trade,Buy to Open,BUY_TO_OPEN,TGT   230818C00135000,Equity Option,Bought 1 TGT 08/18/23 Call 135.00 @ 6.90,-690.00,1,-690.00,-1.00,-0.13,100,TGT,TGT,8/18/23,135.0,CALL,271807140,USD
2023-06-05T12:35:56-0700,Trade,Buy to Close,BUY_TO_CLOSE,SBUX  230721C00097500,Equity Option,Bought 1 SBUX 07/21/23 Call 97.50 @ 4.77,-477.00,1,-477.00,0.00,-0.13,100,SBUX,SBUX,7/21/23,97.5,CALL,271700066,USD
2023-06-05T12:35:56-0700,Trade,Sell to Close,SELL_TO_CLOSE,SBUX  230721C00090000,Equity Option,Sold 2 SBUX 07/21/23 Call 90.00 @ 11.08,"2,216.00",2,"1,108.00",0.00,-0.285,100,SBUX,SBUX,7/21/23,90.0,CALL,271700066,USD
2023-06-03T07:45:11-0700,Money Movement,Balance Adjustment,,,,Regulatory fee adjustment,-0.06,0,,--,0.00,,,,,,,,USD
2023-06-02T11:16:42-0700,Trade,Sell to Close,SELL_TO_CLOSE,NVDA  230721P00300000,Equity Option,Sold 1 NVDA 07/21/23 Put 300.00 @ 1.54,154.00,1,154.00,0.00,-0.142,100,NVDA,NVDA,7/21/23,300.0,PUT,271447598,USD
2023-06-02T11:16:42-0700,Trade,Sell to Close,SELL_TO_CLOSE,NVDA  230721C00450000,Equity Option,Sold 1 NVDA 07/21/23 Call 450.00 @ 8.19,819.00,1,819.00,0.00,-0.142,100,NVDA,NVDA,7/21/23,450.0,CALL,271447598,USD
2023-06-02T11:16:42-0700,Trade,Buy to Close,BUY_TO_CLOSE,NVDA  230721P00310000,Equity Option,Bought 1 NVDA 07/21/23 Put 310.00 @ 2.21,-221.00,1,-221.00,0.00,-0.13,100,NVDA,NVDA,7/21/23,310.0,PUT,271447598,USD
2023-06-02T11:16:42-0700,Trade,Buy to Close,BUY_TO_CLOSE,NVDA  230721C00440000,Equity Option,Bought 1 NVDA 07/21/23 Call 440.00 @ 10.03,"-1,003.00",1,"-1,003.00",0.00,-0.13,100,NVDA,NVDA,7/21/23,440.0,CALL,271447598,USD
2023-06-01T07:48:17-0700,Trade,Sell to Close,SELL_TO_CLOSE,IWM   230721P00140000,Equity Option,Sold 1 IWM 07/21/23 Put 140.00 @ 0.32,32.00,1,32.00,0.00,-0.142,100,IWM,IWM,7/21/23,140.0,PUT,271094715,USD
2023-06-01T07:48:17-0700,Trade,Buy to Close,BUY_TO_CLOSE,IWM   230721P00158000,Equity Option,Bought 1 IWM 07/21/23 Put 158.00 @ 1.20,-120.00,1,-120.00,0.00,-0.13,100,IWM,IWM,7/21/23,158.0,PUT,271094715,USD
2023-06-01T07:48:17-0700,Trade,Sell to Close,SELL_TO_CLOSE,IWM   230721C00204000,Equity Option,Sold 1 IWM 07/21/23 Call 204.00 @ 0.06,6.00,1,6.00,0.00,-0.142,100,IWM,IWM,7/21/23,204.0,CALL,271094715,USD
2023-06-01T07:48:17-0700,Trade,Buy to Close,BUY_TO_CLOSE,IWM   230721C00189000,Equity Option,Bought 1 IWM 07/21/23 Call 189.00 @ 0.67,-67.00,1,-67.00,0.00,-0.13,100,IWM,IWM,7/21/23,189.0,CALL,271094715,USD
2023-05-30T12:15:02-0700,Trade,Sell to Open,SELL_TO_OPEN,SBUX  230721C00097500,Equity Option,Sold 1 SBUX 07/21/23 Call 97.50 @ 3.79,379.00,1,379.00,-1.00,-0.142,100,SBUX,SBUX,7/21/23,97.5,CALL,270775041,USD
2023-05-30T12:15:02-0700,Trade,Buy to Open,BUY_TO_OPEN,SBUX  230721C00090000,Equity Option,Bought 2 SBUX 07/21/23 Call 90.00 @ 9.40,"-1,880.00",2,-940.00,-2.00,-0.26,100,SBUX,SBUX,7/21/23,90.0,CALL,270775041,USD
2023-05-30T09:19:42-0700,Trade,Buy to Close,BUY_TO_CLOSE,UNG   230721C00008000,Equity Option,Bought 2 UNG 07/21/23 Call 8.00 @ 0.18,-36.00,2,-18.00,0.00,-0.26,100,UNG,UNG,7/21/23,8.0,CALL,270707267,USD
2023-05-30T08:34:57-0700,Trade,Sell to Open,SELL_TO_OPEN,QQQ   230721P00347000,Equity Option,Sold 1 QQQ 07/21/23 Put 347.00 @ 8.26,826.00,1,826.00,-1.00,-0.142,100,QQQ,QQQ,7/21/23,347.0,PUT,270695823,USD
2023-05-30T08:34:57-0700,Trade,Buy to Open,BUY_TO_OPEN,QQQ   230818P00361000,Equity Option,Bought 1 QQQ 08/18/23 Put 361.00 @ 16.91,"-1,691.00",1,"-1,691.00",-1.00,-0.13,100,QQQ,QQQ,8/18/23,361.0,PUT,270695823,USD
2023-05-30T08:25:14-0700,Trade,Sell to Close,SELL_TO_CLOSE,GLD   230616P00177000,Equity Option,Sold 1 GLD 06/16/23 Put 177.00 @ 0.53,53.00,1,53.00,0.00,-0.142,100,GLD,GLD,6/16/23,177.0,PUT,270691082,USD
2023-05-30T08:25:14-0700,Trade,Sell to Close,SELL_TO_CLOSE,GLD   230616C00198000,Equity Option,Sold 1 GLD 06/16/23 Call 198.00 @ 0.12,12.00,1,12.00,0.00,-0.142,100,GLD,GLD,6/16/23,198.0,CALL,270691082,USD
2023-05-30T08:25:14-0700,Trade,Buy to Close,BUY_TO_CLOSE,GLD   230616P00182000,Equity Option,Bought 1 GLD 06/16/23 Put 182.00 @ 2.11,-211.00,1,-211.00,0.00,-0.13,100,GLD,GLD,6/16/23,182.0,PUT,270691082,USD
2023-05-30T08:25:14-0700,Trade,Buy to Close,BUY_TO_CLOSE,GLD   230616C00193000,Equity Option,Bought 1 GLD 06/16/23 Call 193.00 @ 0.27,-27.00,1,-27.00,0.00,-0.13,100,GLD,GLD,6/16/23,193.0,CALL,270691082,USD
2023-05-27T07:31:47-0700,Money Movement,Balance Adjustment,,,,Regulatory fee adjustment,-0.06,0,,--,0.00,,,,,,,,USD
2023-05-25T10:20:40-0700,Trade,Buy to Close,BUY_TO_CLOSE,X     230616C00023000,Equity Option,Bought 1 X 06/16/23 Call 23.00 @ 0.42,-42.00,1,-42.00,0.00,-0.13,100,X,X,6/16/23,23.0,CALL,270247590,USD
2023-05-25T10:20:40-0700,Trade,Buy to Close,BUY_TO_CLOSE,X     230616P00023000,Equity Option,Bought 1 X 06/16/23 Put 23.00 @ 2.08,-208.00,1,-208.00,0.00,-0.13,100,X,X,6/16/23,23.0,PUT,270247590,USD
2023-05-25T07:10:08-0700,Trade,Sell to Open,SELL_TO_OPEN,NVDA  230721C00440000,Equity Option,Sold 1 NVDA 07/21/23 Call 440.00 @ 11.77,"1,177.00",1,"1,177.00",-1.00,-0.142,100,NVDA,NVDA,7/21/23,440.0,CALL,270156950,USD
2023-05-25T07:10:08-0700,Trade,Sell to Open,SELL_TO_OPEN,NVDA  230721P00310000,Equity Option,Sold 1 NVDA 07/21/23 Put 310.00 @ 5.43,543.00,1,543.00,-1.00,-0.142,100,NVDA,NVDA,7/21/23,310.0,PUT,270156950,USD
2023-05-25T07:10:08-0700,Trade,Buy to Open,BUY_TO_OPEN,NVDA  230721C00450000,Equity Option,Bought 1 NVDA 07/21/23 Call 450.00 @ 9.84,-984.00,1,-984.00,-1.00,-0.13,100,NVDA,NVDA,7/21/23,450.0,CALL,270156950,USD
2023-05-25T07:10:08-0700,Trade,Buy to Open,BUY_TO_OPEN,NVDA  230721P00300000,Equity Option,Bought 1 NVDA 07/21/23 Put 300.00 @ 4.07,-407.00,1,-407.00,-1.00,-0.13,100,NVDA,NVDA,7/21/23,300.0,PUT,270156950,USD
2023-05-24T09:28:21-0700,Trade,Buy to Close,BUY_TO_CLOSE,QQQ   230721P00325000,Equity Option,Bought 1 QQQ 07/21/23 Put 325.00 @ 8.04,-804.00,1,-804.00,0.00,-0.13,100,QQQ,QQQ,7/21/23,325.0,PUT,270003389,USD
2023-05-24T09:28:21-0700,Trade,Sell to Close,SELL_TO_CLOSE,QQQ   230818P00351000,Equity Option,Sold 1 QQQ 08/18/23 Put 351.00 @ 23.26,"2,326.00",1,"2,326.00",0.00,-0.152,100,QQQ,QQQ,8/18/23,351.0,PUT,270003389,USD
2023-05-24T07:53:50-0700,Trade,Sell to Open,SELL_TO_OPEN,UNG   230721C00008000,Equity Option,Sold 1 UNG 07/21/23 Call 8.00 @ 0.38,38.00,1,38.00,-1.00,-0.142,100,UNG,UNG,7/21/23,8.0,CALL,269965207,USD
2023-05-24T07:53:50-0700,Trade,Sell to Open,SELL_TO_OPEN,UNG   230721C00008000,Equity Option,Sold 1 UNG 07/21/23 Call 8.00 @ 0.38,38.00,1,38.00,-1.00,-0.142,100,UNG,UNG,7/21/23,8.0,CALL,269965207,USD
2023-05-24T07:22:37-0700,Trade,Buy to Open,BUY_TO_OPEN,IWM   230721P00140000,Equity Option,Bought 1 IWM 07/21/23 Put 140.00 @ 0.59,-59.00,1,-59.00,-1.00,-0.13,100,IWM,IWM,7/21/23,140.0,PUT,269946378,USD
2023-05-24T07:22:37-0700,Trade,Sell to Open,SELL_TO_OPEN,IWM   230721P00158000,Equity Option,Sold 1 IWM 07/21/23 Put 158.00 @ 1.88,188.00,1,188.00,-1.00,-0.142,100,IWM,IWM,7/21/23,158.0,PUT,269946378,USD
2023-05-24T07:22:37-0700,Trade,Buy to Open,BUY_TO_OPEN,IWM   230721C00204000,Equity Option,Bought 1 IWM 07/21/23 Call 204.00 @ 0.11,-11.00,1,-11.00,-1.00,-0.13,100,IWM,IWM,7/21/23,204.0,CALL,269946378,USD
2023-05-24T07:22:37-0700,Trade,Sell to Open,SELL_TO_OPEN,IWM   230721C00189000,Equity Option,Sold 1 IWM 07/21/23 Call 189.00 @ 1.11,111.00,1,111.00,-1.00,-0.142,100,IWM,IWM,7/21/23,189.0,CALL,269946378,USD
2023-05-22T08:43:11-0700,Trade,Buy to Open,BUY_TO_OPEN,QQQ   230818P00351000,Equity Option,Bought 1 QQQ 08/18/23 Put 351.00 @ 17.79,"-1,779.00",1,"-1,779.00",-1.00,-0.13,100,QQQ,QQQ,8/18/23,351.0,PUT,269573819,USD
2023-05-22T08:43:11-0700,Trade,Sell to Open,SELL_TO_OPEN,QQQ   230721P00325000,Equity Option,Sold 1 QQQ 07/21/23 Put 325.00 @ 5.33,533.00,1,533.00,-1.00,-0.142,100,QQQ,QQQ,7/21/23,325.0,PUT,269573819,USD
2023-05-20T06:52:06-0700,Money Movement,Balance Adjustment,,,,Regulatory fee adjustment,-0.02,0,,--,0.00,,,,,,,,USD
2023-05-19T09:22:33-0700,Trade,Buy to Close,BUY_TO_CLOSE,XLRE  230818P00036000,Equity Option,Bought 1 XLRE 08/18/23 Put 36.00 @ 1.50,-150.00,1,-150.00,0.00,-0.13,100,XLRE,XLRE,8/18/23,36.0,PUT,269384549,USD
2023-05-19T09:22:33-0700,Trade,Sell to Close,SELL_TO_CLOSE,XLRE  230818P00040000,Equity Option,Sold 2 XLRE 08/18/23 Put 40.00 @ 4.09,818.00,2,409.00,0.00,-0.275,100,XLRE,XLRE,8/18/23,40.0,PUT,269384549,USD
2023-05-16T14:00:00-0700,Money Movement,Credit Interest,,,,INTEREST ON CREDIT BALANCE,0.39,0,,--,0.00,,,,,,,,USD
2023-05-16T12:21:57-0700,Trade,Sell to Close,SELL_TO_CLOSE,TGT   230616P00135000,Equity Option,Sold 1 TGT 06/16/23 Put 135.00 @ 1.21,121.00,1,121.00,0.00,-0.142,100,TGT,TGT,6/16/23,135.0,PUT,268759392,USD
2023-05-16T12:21:57-0700,Trade,Buy to Close,BUY_TO_CLOSE,TGT   230616P00145000,Equity Option,Bought 1 TGT 06/16/23 Put 145.00 @ 2.85,-285.00,1,-285.00,0.00,-0.13,100,TGT,TGT,6/16/23,145.0,PUT,268759392,USD
2023-05-16T12:21:57-0700,Trade,Sell to Close,SELL_TO_CLOSE,TGT   230616C00180000,Equity Option,Sold 1 TGT 06/16/23 Call 180.00 @ 0.93,93.00,1,93.00,0.00,-0.142,100,TGT,TGT,6/16/23,180.0,CALL,268759392,USD
2023-05-16T12:21:57-0700,Trade,Buy to Close,BUY_TO_CLOSE,TGT   230616C00170000,Equity Option,Bought 1 TGT 06/16/23 Call 170.00 @ 2.75,-275.00,1,-275.00,0.00,-0.13,100,TGT,TGT,6/16/23,170.0,CALL,268759392,USD
2023-05-13T06:25:10-0700,Money Movement,Balance Adjustment,,,,Regulatory fee adjustment,-0.01,0,,--,0.00,,,,,,,,USD
2023-05-08T12:46:17-0700,Trade,Buy to Open,BUY_TO_OPEN,GLD   230616P00177000,Equity Option,Bought 1 GLD 06/16/23 Put 177.00 @ 0.60,-60.00,1,-60.00,-1.00,-0.13,100,GLD,GLD,6/16/23,177.0,PUT,267545449,USD
2023-05-08T12:46:17-0700,Trade,Sell to Open,SELL_TO_OPEN,GLD   230616P00182000,Equity Option,Sold 1 GLD 06/16/23 Put 182.00 @ 1.48,148.00,1,148.00,-1.00,-0.142,100,GLD,GLD,6/16/23,182.0,PUT,267545449,USD
2023-05-08T12:46:17-0700,Trade,Buy to Open,BUY_TO_OPEN,GLD   230616C00198000,Equity Option,Bought 1 GLD 06/16/23 Call 198.00 @ 1.57,-157.00,1,-157.00,-1.00,-0.13,100,GLD,GLD,6/16/23,198.0,CALL,267545449,USD
2023-05-08T12:46:17-0700,Trade,Sell to Open,SELL_TO_OPEN,GLD   230616C00193000,Equity Option,Sold 1 GLD 06/16/23 Call 193.00 @ 2.72,272.00,1,272.00,-1.00,-0.142,100,GLD,GLD,6/16/23,193.0,CALL,267545449,USD
2023-05-06T07:29:01-0700,Money Movement,Balance Adjustment,,,,Regulatory fee adjustment,-0.01,0,,--,0.00,,,,,,,,USD
2023-05-02T07:56:33-0700,Trade,Buy to Close,BUY_TO_CLOSE,X     230616C00026000,Equity Option,Bought 1 X 06/16/23 Call 26.00 @ 0.29,-29.00,1,-29.00,0.00,-0.13,100,X,X,6/16/23,26.0,CALL,266577507,USD
2023-05-02T07:56:33-0700,Trade,Sell to Open,SELL_TO_OPEN,X     230616C00023000,Equity Option,Sold 1 X 06/16/23 Call 23.00 @ 1.00,100.00,1,100.00,-1.00,-0.142,100,X,X,6/16/23,23.0,CALL,266577507,USD
2023-04-29T08:36:53-0700,Money Movement,Balance Adjustment,,,,Regulatory fee adjustment,-0.04,0,,--,0.00,,,,,,,,USD
2023-04-26T11:58:09-0700,Trade,Buy to Close,BUY_TO_CLOSE,QQQ   230519P00300000,Equity Option,Bought 1 QQQ 05/19/23 Put 300.00 @ 2.99,-299.00,1,-299.00,0.00,-0.13,100,QQQ,QQQ,5/19/23,300.0,PUT,265784317,USD
2023-04-26T11:58:09-0700,Trade,Sell to Close,SELL_TO_CLOSE,QQQ   230616P00315000,Equity Option,Sold 1 QQQ 06/16/23 Put 315.00 @ 10.65,"1,065.00",1,"1,065.00",0.00,-0.142,100,QQQ,QQQ,6/16/23,315.0,PUT,265784317,USD
2023-04-26T07:16:37-0700,Trade,Buy to Open,BUY_TO_OPEN,TGT   230616P00135000,Equity Option,Bought 1 TGT 06/16/23 Put 135.00 @ 1.63,-163.00,1,-163.00,-1.00,-0.13,100,TGT,TGT,6/16/23,135.0,PUT,265661119,USD
2023-04-26T07:16:37-0700,Trade,Sell to Open,SELL_TO_OPEN,TGT   230616P00145000,Equity Option,Sold 1 TGT 06/16/23 Put 145.00 @ 3.39,339.00,1,339.00,-1.00,-0.142,100,TGT,TGT,6/16/23,145.0,PUT,265661119,USD
2023-04-26T07:16:37-0700,Trade,Buy to Open,BUY_TO_OPEN,TGT   230616C00180000,Equity Option,Bought 1 TGT 06/16/23 Call 180.00 @ 1.20,-120.00,1,-120.00,-1.00,-0.13,100,TGT,TGT,6/16/23,180.0,CALL,265661119,USD
2023-04-26T07:16:37-0700,Trade,Sell to Open,SELL_TO_OPEN,TGT   230616C00170000,Equity Option,Sold 1 TGT 06/16/23 Call 170.00 @ 3.21,321.00,1,321.00,-1.00,-0.142,100,TGT,TGT,6/16/23,170.0,CALL,265661119,USD
2023-04-26T07:14:13-0700,Trade,Sell to Open,SELL_TO_OPEN,X     230616C00026000,Equity Option,Sold 1 X 06/16/23 Call 26.00 @ 1.01,101.00,1,101.00,-1.00,-0.142,100,X,X,6/16/23,26.0,CALL,265658891,USD
2023-04-26T07:14:13-0700,Trade,Sell to Open,SELL_TO_OPEN,X     230616P00023000,Equity Option,Sold 1 X 06/16/23 Put 23.00 @ 1.26,126.00,1,126.00,-1.00,-0.142,100,X,X,6/16/23,23.0,PUT,265658891,USD
2023-04-26T07:12:43-0700,Trade,Buy to Close,BUY_TO_CLOSE,UNG   230616C00009000,Equity Option,Bought 1 UNG 06/16/23 Call 9.00 @ 0.13,-13.00,1,-13.00,0.00,-0.13,100,UNG,UNG,6/16/23,9.0,CALL,265657809,USD
2023-04-26T07:12:43-0700,Trade,Buy to Close,BUY_TO_CLOSE,UNG   230616C00009000,Equity Option,Bought 1 UNG 06/16/23 Call 9.00 @ 0.13,-13.00,1,-13.00,0.00,-0.13,100,UNG,UNG,6/16/23,9.0,CALL,265657809,USD
2023-04-22T06:42:14-0700,Money Movement,Balance Adjustment,,,,Regulatory fee adjustment,-0.01,0,,--,0.00,,,,,,,,USD
2023-04-18T07:47:46-0700,Trade,Sell to Open,SELL_TO_OPEN,QQQ   230519P00300000,Equity Option,Sold 1 QQQ 05/19/23 Put 300.00 @ 2.26,226.00,1,226.00,-1.00,-0.142,100,QQQ,QQQ,5/19/23,300.0,PUT,264435838,USD
2023-04-18T07:47:46-0700,Trade,Buy to Open,BUY_TO_OPEN,QQQ   230616P00315000,Equity Option,Bought 1 QQQ 06/16/23 Put 315.00 @ 8.35,-835.00,1,-835.00,-1.00,-0.13,100,QQQ,QQQ,6/16/23,315.0,PUT,264435838,USD
2023-04-17T14:00:00-0700,Money Movement,Credit Interest,,,,INTEREST ON CREDIT BALANCE,0.42,0,,--,0.00,,,,,,,,USD
2023-04-17T07:08:03-0700,Trade,Sell to Open,SELL_TO_OPEN,UNG   230616C00009000,Equity Option,Sold 2 UNG 06/16/23 Call 9.00 @ 0.32,64.00,2,32.00,-2.00,-0.275,100,UNG,UNG,6/16/23,9.0,CALL,264209351,USD
2023-04-15T06:16:10-0700,Money Movement,Balance Adjustment,,,,Regulatory fee adjustment,-0.08,0,,--,0.00,,,,,,,,USD
2023-04-12T07:33:48-0700,Trade,Sell to Close,SELL_TO_CLOSE,IWM   230519C00202000,Equity Option,Sold 1 IWM 05/19/23 Call 202.00 @ 0.09,9.00,1,9.00,0.00,-0.142,100,IWM,IWM,5/19/23,202.0,CALL,263610294,USD
2023-04-12T07:33:48-0700,Trade,Buy to Close,BUY_TO_CLOSE,IWM   230519C00188000,Equity Option,Bought 1 IWM 05/19/23 Call 188.00 @ 1.21,-121.00,1,-121.00,0.00,-0.13,100,IWM,IWM,5/19/23,188.0,CALL,263610294,USD
2023-04-12T07:33:48-0700,Trade,Buy to Close,BUY_TO_CLOSE,IWM   230519P00165000,Equity Option,Bought 1 IWM 05/19/23 Put 165.00 @ 1.48,-148.00,1,-148.00,0.00,-0.13,100,IWM,IWM,5/19/23,165.0,PUT,263610294,USD
2023-04-12T07:33:48-0700,Trade,Sell to Close,SELL_TO_CLOSE,IWM   230519P00150000,Equity Option,Sold 1 IWM 05/19/23 Put 150.00 @ 0.34,34.00,1,34.00,0.00,-0.142,100,IWM,IWM,5/19/23,150.0,PUT,263610294,USD
2023-04-04T10:29:19-0700,Trade,Sell to Open,SELL_TO_OPEN,IWM   230519C00188000,Equity Option,Sold 1 IWM 05/19/23 Call 188.00 @ 1.21,121.00,1,121.00,-1.00,-0.142,100,IWM,IWM,5/19/23,188.0,CALL,262728803,USD
2023-04-04T10:29:19-0700,Trade,Sell to Open,SELL_TO_OPEN,IWM   230519P00165000,Equity Option,Sold 1 IWM 05/19/23 Put 165.00 @ 2.34,234.00,1,234.00,-1.00,-0.142,100,IWM,IWM,5/19/23,165.0,PUT,262728803,USD
2023-04-04T10:29:19-0700,Trade,Buy to Open,BUY_TO_OPEN,IWM   230519C00202000,Equity Option,Bought 1 IWM 05/19/23 Call 202.00 @ 0.10,-10.00,1,-10.00,-1.00,-0.13,100,IWM,IWM,5/19/23,202.0,CALL,262728803,USD
2023-04-04T10:29:19-0700,Trade,Buy to Open,BUY_TO_OPEN,IWM   230519P00150000,Equity Option,Bought 1 IWM 05/19/23 Put 150.00 @ 0.67,-67.00,1,-67.00,-1.00,-0.13,100,IWM,IWM,5/19/23,150.0,PUT,262728803,USD
2023-04-03T11:16:07-0700,Trade,Buy to Open,BUY_TO_OPEN,XLRE  230818P00040000,Equity Option,Bought 2 XLRE 08/18/23 Put 40.00 @ 3.78,-756.00,2,-378.00,-2.00,-0.26,100,XLRE,XLRE,8/18/23,40.0,PUT,262541775,USD
2023-04-03T11:16:07-0700,Trade,Sell to Open,SELL_TO_OPEN,XLRE  230818P00036000,Equity Option,Sold 1 XLRE 08/18/23 Put 36.00 @ 1.66,166.00,1,166.00,-1.00,-0.142,100,XLRE,XLRE,8/18/23,36.0,PUT,262541775,USD
2023-04-03T07:21:01-0700,Trade,Sell to Close,SELL_TO_CLOSE,NVDA  230421C00255000,Equity Option,Sold 1 NVDA 04/21/23 Call 255.00 @ 26.65,"2,665.00",1,"2,665.00",0.00,-0.162,100,NVDA,NVDA,4/21/23,255.0,CALL,262448684,USD
2023-04-03T07:21:01-0700,Trade,Buy to Close,BUY_TO_CLOSE,NVDA  230421C00245000,Equity Option,Bought 1 NVDA 04/21/23 Call 245.00 @ 35.30,"-3,530.00",1,"-3,530.00",0.00,-0.13,100,NVDA,NVDA,4/21/23,245.0,CALL,262448684,USD
2023-04-03T07:20:46-0700,Trade,Sell to Close,SELL_TO_CLOSE,XOP   230421P00110000,Equity Option,Sold 1 XOP 04/21/23 Put 110.00 @ 0.15,15.00,1,15.00,0.00,-0.142,100,XOP,XOP,4/21/23,110.0,PUT,262448480,USD
2023-04-03T07:20:46-0700,Trade,Sell to Close,SELL_TO_CLOSE,XOP   230421C00155000,Equity Option,Sold 1 XOP 04/21/23 Call 155.00 @ 0.15,15.00,1,15.00,0.00,-0.142,100,XOP,XOP,4/21/23,155.0,CALL,262448480,USD
2023-04-03T07:20:46-0700,Trade,Buy to Close,BUY_TO_CLOSE,XOP   230421P00120000,Equity Option,Bought 1 XOP 04/21/23 Put 120.00 @ 0.60,-60.00,1,-60.00,0.00,-0.13,100,XOP,XOP,4/21/23,120.0,PUT,262448480,USD
2023-04-03T07:20:46-0700,Trade,Buy to Close,BUY_TO_CLOSE,XOP   230421C00145000,Equity Option,Bought 1 XOP 04/21/23 Call 145.00 @ 0.91,-91.00,1,-91.00,0.00,-0.13,100,XOP,XOP,4/21/23,145.0,CALL,262448480,USD
2023-04-03T07:20:24-0700,Trade,Sell to Close,SELL_TO_CLOSE,MSFT  230421C00295000,Equity Option,Sold 1 MSFT 04/21/23 Call 295.00 @ 3.46,346.00,1,346.00,0.00,-0.142,100,MSFT,MSFT,4/21/23,295.0,CALL,262448076,USD
2023-04-03T07:20:24-0700,Trade,Buy to Close,BUY_TO_CLOSE,MSFT  230421C00280000,Equity Option,Bought 1 MSFT 04/21/23 Call 280.00 @ 11.91,"-1,191.00",1,"-1,191.00",0.00,-0.13,100,MSFT,MSFT,4/21/23,280.0,CALL,262448076,USD
2023-04-03T07:19:54-0700,Trade,Sell to Close,SELL_TO_CLOSE,ADBE  230421C00385000,Equity Option,Sold 1 ADBE 04/21/23 Call 385.00 @ 9.08,908.00,1,908.00,0.00,-0.142,100,ADBE,ADBE,4/21/23,385.0,CALL,262447898,USD
2023-04-03T07:19:54-0700,Trade,Buy to Close,BUY_TO_CLOSE,ADBE  230421C00370000,Equity Option,Bought 1 ADBE 04/21/23 Call 370.00 @ 18.52,"-1,852.00",1,"-1,852.00",0.00,-0.13,100,ADBE,ADBE,4/21/23,370.0,CALL,262447898,USD
2023-04-01T07:12:50-0700,Money Movement,Balance Adjustment,,,,Regulatory fee adjustment,-0.04,0,,--,0.00,,,,,,,,USD
2023-03-31T12:07:54-0700,Trade,Buy to Close,BUY_TO_CLOSE,ADBE  230421P00290000,Equity Option,Bought 1 ADBE 04/21/23 Put 290.00 @ 0.12,-12.00,1,-12.00,0.00,-0.13,100,ADBE,ADBE,4/21/23,290.0,PUT,262332232,USD
2023-03-31T12:07:54-0700,Trade,Sell to Close,SELL_TO_CLOSE,ADBE  230421P00275000,Equity Option,Sold 1 ADBE 04/21/23 Put 275.00 @ 0.06,6.00,1,6.00,0.00,-0.142,100,ADBE,ADBE,4/21/23,275.0,PUT,262332232,USD
2023-03-31T12:06:28-0700,Trade,Sell to Close,SELL_TO_CLOSE,MSFT  230421P00215000,Equity Option,Sold 1 MSFT 04/21/23 Put 215.00 @ 0.05,5.00,1,5.00,0.00,-0.142,100,MSFT,MSFT,4/21/23,215.0,PUT,262331482,USD
