Date,Type,Sub Type,Action,Symbol,Instrument Type,Description,Value,Quantity,Average Price,Commissions,Fees,Multiplier,Root Symbol,Underlying Symbol,Expiration Date,Strike Price,Call or Put,Order #,Currency
2023-02-28T07:23:41-0800,Trade,Sell to Open,SELL_TO_OPEN,COIN  230317P00050000,Equity Option,Sold 1 COIN 03/17/23 Put 50.00 @ 1.27,127.00,1,127.00,-1.00,-0.142,100,COIN,COIN,3/17/23,50.0,PUT,257081300,USD
2023-02-28T06:37:03-0800,Trade,Sell to Close,SELL_TO_CLOSE,TGT   230421C00200000,Equity Option,Sold 1 TGT 04/21/23 Call 200.00 @ 0.67,67.00,1,67.00,0.00,-0.142,100,TGT,TGT,4/21/23,200.0,CALL,257045577,USD
2023-02-28T06:37:03-0800,Trade,Buy to Close,BUY_TO_CLOSE,TGT   230421C00190000,Equity Option,Bought 1 TGT 04/21/23 Call 190.00 @ 1.80,-180.00,1,-180.00,0.00,-0.13,100,TGT,TGT,4/21/23,190.0,CALL,257045577,USD
2023-02-28T06:37:03-0800,Trade,Buy to Close,BUY_TO_CLOSE,TGT   230421P00150000,Equity Option,Bought 1 TGT 04/21/23 Put 150.00 @ 1.47,-147.00,1,-147.00,0.00,-0.13,100,TGT,TGT,4/21/23,150.0,PUT,257045577,USD
2023-02-28T06:37:03-0800,Trade,Sell to Close,SELL_TO_CLOSE,TGT   230421P00140000,Equity Option,Sold 1 TGT 04/21/23 Put 140.00 @ 0.63,63.00,1,63.00,0.00,-0.142,100,TGT,TGT,4/21/23,140.0,PUT,257045577,USD
2023-02-27T12:47:28-0800,Trade,Buy to Close,BUY_TO_CLOSE,UNG   230317P00012000,Equity Option,Bought 1 UNG 03/17/23 Put 12.00 @ 3.03,-303.00,1,-303.00,0.00,-0.13,100,UNG,UNG,3/17/23,12.0,PUT,257007232,USD
2023-02-27T12:47:28-0800,Trade,Sell to Open,SELL_TO_OPEN,UNG   230421P00012000,Equity Option,Sold 1 UNG 04/21/23 Put 12.00 @ 3.19,319.00,1,319.00,-1.00,-0.142,100,UNG,UNG,4/21/23,12.0,PUT,257007232,USD
2023-02-25T07:03:50-0800,Money Movement,Balance Adjustment,,,,Regulatory fee adjustment,-0.06,0,,--,0.00,,,,,,,,USD
2023-02-23T10:28:55-0800,Trade,Sell to Close,SELL_TO_CLOSE,TSLA  230317C00255000,Equity Option,Sold 1 TSLA 03/17/23 Call 255.00 @ 1.55,155.00,1,155.00,0.00,-0.142,100,TSLA,TSLA,3/17/23,255.0,CALL,256505601,USD
2023-02-23T10:28:55-0800,Trade,Buy to Close,BUY_TO_CLOSE,TSLA  230317C00240000,Equity Option,Bought 1 TSLA 03/17/23 Call 240.00 @ 2.86,-286.00,1,-286.00,0.00,-0.13,100,TSLA,TSLA,3/17/23,240.0,CALL,256505601,USD
2023-02-23T10:28:55-0800,Trade,Buy to Close,BUY_TO_CLOSE,TSLA  230317P00155000,Equity Option,Bought 1 TSLA 03/17/23 Put 155.00 @ 1.64,-164.00,1,-164.00,0.00,-0.13,100,TSLA,TSLA,3/17/23,155.0,PUT,256505601,USD
2023-02-23T10:28:55-0800,Trade,Sell to Close,SELL_TO_CLOSE,TSLA  230317P00140000,Equity Option,Sold 1 TSLA 03/17/23 Put 140.00 @ 0.71,71.00,1,71.00,0.00,-0.142,100,TSLA,TSLA,3/17/23,140.0,PUT,256505601,USD
2023-02-23T07:56:49-0800,Trade,Buy to Open,BUY_TO_OPEN,AMZN  230421P00065000,Equity Option,Bought 1 AMZN 04/21/23 Put 65.00 @ 0.18,-18.00,1,-18.00,-1.00,-0.13,100,AMZN,AMZN,4/21/23,65.0,PUT,256440603,USD
2023-02-23T07:56:49-0800,Trade,Buy to Open,BUY_TO_OPEN,AMZN  230421C00130000,Equity Option,Bought 1 AMZN 04/21/23 Call 130.00 @ 0.16,-16.00,1,-16.00,-1.00,-0.13,100,AMZN,AMZN,4/21/23,130.0,CALL,256440603,USD
2023-02-23T07:56:49-0800,Trade,Sell to Open,SELL_TO_OPEN,AMZN  230421P00085000,Equity Option,Sold 1 AMZN 04/21/23 Put 85.00 @ 2.04,204.00,1,204.00,-1.00,-0.142,100,AMZN,AMZN,4/21/23,85.0,PUT,256440603,USD
2023-02-23T07:56:49-0800,Trade,Sell to Open,SELL_TO_OPEN,AMZN  230421C00110000,Equity Option,Sold 1 AMZN 04/21/23 Call 110.00 @ 1.13,113.00,1,113.00,-1.00,-0.142,100,AMZN,AMZN,4/21/23,110.0,CALL,256440603,USD
2023-02-22T07:49:07-0800,Trade,Buy to Open,BUY_TO_OPEN,TGT   230421C00200000,Equity Option,Bought 1 TGT 04/21/23 Call 200.00 @ 1.22,-122.00,1,-122.00,-1.00,-0.13,100,TGT,TGT,4/21/23,200.0,CALL,256213761,USD
2023-02-22T07:49:07-0800,Trade,Sell to Open,SELL_TO_OPEN,TGT   230421C00190000,Equity Option,Sold 1 TGT 04/21/23 Call 190.00 @ 2.57,257.00,1,257.00,-1.00,-0.142,100,TGT,TGT,4/21/23,190.0,CALL,256213761,USD
2023-02-22T07:49:07-0800,Trade,Sell to Open,SELL_TO_OPEN,TGT   230421P00150000,Equity Option,Sold 1 TGT 04/21/23 Put 150.00 @ 3.73,373.00,1,373.00,-1.00,-0.142,100,TGT,TGT,4/21/23,150.0,PUT,256213761,USD
2023-02-22T07:49:07-0800,Trade,Buy to Open,BUY_TO_OPEN,TGT   230421P00140000,Equity Option,Bought 1 TGT 04/21/23 Put 140.00 @ 2.04,-204.00,1,-204.00,-1.00,-0.13,100,TGT,TGT,4/21/23,140.0,PUT,256213761,USD
2023-02-22T07:47:02-0800,Trade,Buy to Open,BUY_TO_OPEN,MSFT  230421C00295000,Equity Option,Bought 1 MSFT 04/21/23 Call 295.00 @ 1.16,-116.00,1,-116.00,-1.00,-0.13,100,MSFT,MSFT,4/21/23,295.0,CALL,256212717,USD
2023-02-22T07:47:02-0800,Trade,Sell to Open,SELL_TO_OPEN,MSFT  230421C00280000,Equity Option,Sold 1 MSFT 04/21/23 Call 280.00 @ 2.93,293.00,1,293.00,-1.00,-0.142,100,MSFT,MSFT,4/21/23,280.0,CALL,256212717,USD
2023-02-22T07:47:02-0800,Trade,Sell to Open,SELL_TO_OPEN,MSFT  230421P00230000,Equity Option,Sold 1 MSFT 04/21/23 Put 230.00 @ 3.90,390.00,1,390.00,-1.00,-0.142,100,MSFT,MSFT,4/21/23,230.0,PUT,256212717,USD
2023-02-22T07:47:02-0800,Trade,Buy to Open,BUY_TO_OPEN,MSFT  230421P00215000,Equity Option,Bought 1 MSFT 04/21/23 Put 215.00 @ 1.86,-186.00,1,-186.00,-1.00,-0.13,100,MSFT,MSFT,4/21/23,215.0,PUT,256212717,USD
2023-02-17T13:00:00-0800,Receive Deliver,Expiration,,META  230217P00065000,Equity Option,Removal of 1.0 META 02/17/23 Put 65.00 due to expiration.,0.00,1,0.00,--,0.00,100,META,META,2/17/23,65.0,PUT,,USD
2023-02-16T14:00:00-0800,Money Movement,Credit Interest,,,,INTEREST ON CREDIT BALANCE,0.43,0,,--,0.00,,,,,,,,USD
2023-02-11T07:42:29-0800,Money Movement,Balance Adjustment,,,,Regulatory fee adjustment,-0.02,0,,--,0.00,,,,,,,,USD
2023-02-10T09:39:13-0800,Trade,Buy to Close,BUY_TO_CLOSE,META  230217P00100000,Equity Option,Bought 1 META 02/17/23 Put 100.00 @ 0.01,-1.00,1,-1.00,0.00,-0.13,100,META,META,2/17/23,100.0,PUT,254728026,USD
2023-02-06T12:30:41-0800,Trade,Buy to Open,BUY_TO_OPEN,TSLA  230317C00255000,Equity Option,Bought 1 TSLA 03/17/23 Call 255.00 @ 3.64,-364.00,1,-364.00,-1.00,-0.13,100,TSLA,TSLA,3/17/23,255.0,CALL,253912529,USD
2023-02-06T12:30:41-0800,Trade,Sell to Open,SELL_TO_OPEN,TSLA  230317C00240000,Equity Option,Sold 1 TSLA 03/17/23 Call 240.00 @ 5.36,536.00,1,536.00,-1.00,-0.152,100,TSLA,TSLA,3/17/23,240.0,CALL,253912529,USD
2023-02-06T12:30:41-0800,Trade,Sell to Open,SELL_TO_OPEN,TSLA  230317P00155000,Equity Option,Sold 1 TSLA 03/17/23 Put 155.00 @ 4.02,402.00,1,402.00,-1.00,-0.142,100,TSLA,TSLA,3/17/23,155.0,PUT,253912529,USD
2023-02-06T12:30:41-0800,Trade,Buy to Open,BUY_TO_OPEN,TSLA  230317P00140000,Equity Option,Bought 1 TSLA 03/17/23 Put 140.00 @ 2.06,-206.00,1,-206.00,-1.00,-0.13,100,TSLA,TSLA,3/17/23,140.0,PUT,253912529,USD
2023-02-06T12:28:08-0800,Trade,Buy to Open,BUY_TO_OPEN,UNG,Equity,Bought 100 UNG @ 8.44,-844.50,100,-8.44,0.00,-0.08,,,,,,,253911426,USD
2023-02-04T06:33:49-0800,Money Movement,Balance Adjustment,,,,Regulatory fee adjustment,-0.04,0,,--,0.00,,,,,,,,USD
2023-02-02T07:41:52-0800,Trade,Sell to Close,SELL_TO_CLOSE,QQQ   230217C00300000,Equity Option,Sold 1 QQQ 02/17/23 Call 300.00 @ 13.74,"1,374.00",1,"1,374.00",0.00,-0.172,100,QQQ,QQQ,2/17/23,300.0,CALL,253286310,USD
2023-02-02T07:41:52-0800,Trade,Buy to Close,BUY_TO_CLOSE,QQQ   230217C00288000,Equity Option,Bought 1 QQQ 02/17/23 Call 288.00 @ 24.05,"-2,405.00",1,"-2,405.00",0.00,-0.13,100,QQQ,QQQ,2/17/23,288.0,CALL,253286310,USD
2023-02-02T07:41:52-0800,Trade,Buy to Close,BUY_TO_CLOSE,QQQ   230217P00242000,Equity Option,Bought 1 QQQ 02/17/23 Put 242.00 @ 0.02,-2.00,1,-2.00,0.00,-0.13,100,QQQ,QQQ,2/17/23,242.0,PUT,253286310,USD
2023-02-02T07:41:52-0800,Trade,Sell to Close,SELL_TO_CLOSE,QQQ   230217P00225000,Equity Option,Sold 1 QQQ 02/17/23 Put 225.00 @ 0.01,1.00,1,1.00,0.00,-0.142,100,QQQ,QQQ,2/17/23,225.0,PUT,253286310,USD
2023-02-02T07:41:45-0800,Trade,Sell to Close,SELL_TO_CLOSE,AAPL  230217C00145000,Equity Option,Sold 1 AAPL 02/17/23 Call 145.00 @ 7.13,713.00,1,713.00,0.00,-0.152,100,AAPL,AAPL,2/17/23,145.0,CALL,253286176,USD
2023-02-02T07:41:45-0800,Trade,Buy to Close,BUY_TO_CLOSE,AAPL  230217C00135000,Equity Option,Bought 1 AAPL 02/17/23 Call 135.00 @ 15.39,"-1,539.00",1,"-1,539.00",0.00,-0.13,100,AAPL,AAPL,2/17/23,135.0,CALL,253286176,USD
2023-02-02T06:50:53-0800,Trade,Buy to Close,BUY_TO_CLOSE,SQ    230217C00080000,Equity Option,Bought 1 SQ 02/17/23 Call 80.00 @ 9.97,-997.00,1,-997.00,0.00,-0.13,100,SQ,SQ,2/17/23,80.0,CALL,253233260,USD
2023-02-02T06:50:28-0800,Trade,Buy to Close,BUY_TO_CLOSE,META  230317C00155000,Equity Option,Bought 1 META 03/17/23 Call 155.00 @ 30.20,"-3,020.00",1,"-3,020.00",0.00,-0.13,100,META,META,3/17/23,155.0,CALL,253232419,USD
2023-02-02T06:50:28-0800,Trade,Sell to Close,SELL_TO_CLOSE,META  230317C00190000,Equity Option,Sold 1 META 03/17/23 Call 190.00 @ 6.80,680.00,1,680.00,0.00,-0.152,100,META,META,3/17/23,190.0,CALL,253232419,USD
2023-02-01T12:59:55-0800,Trade,Sell to Close,SELL_TO_CLOSE,META  230217C00190000,Equity Option,Sold 1 META 02/17/23 Call 190.00 @ 0.63,63.00,1,63.00,0.00,-0.142,100,META,META,2/17/23,190.0,CALL,253166492,USD
2023-02-01T12:59:55-0800,Trade,Buy to Close,BUY_TO_CLOSE,META  230217C00155000,Equity Option,Bought 1 META 02/17/23 Call 155.00 @ 7.57,-757.00,1,-757.00,0.00,-0.13,100,META,META,2/17/23,155.0,CALL,253166492,USD
2023-02-01T12:59:55-0800,Trade,Buy to Open,BUY_TO_OPEN,META  230317C00190000,Equity Option,Bought 1 META 03/17/23 Call 190.00 @ 1.31,-131.00,1,-131.00,-1.00,-0.13,100,META,META,3/17/23,190.0,CALL,253166492,USD
2023-02-01T12:59:55-0800,Trade,Sell to Open,SELL_TO_OPEN,META  230317C00155000,Equity Option,Sold 1 META 03/17/23 Call 155.00 @ 9.76,976.00,1,976.00,-1.00,-0.162,100,META,META,3/17/23,155.0,CALL,253166492,USD
2023-01-28T07:11:30-0800,Money Movement,Balance Adjustment,,,,Regulatory fee adjustment,-0.03,0,,--,0.00,,,,,,,,USD
2023-01-27T08:59:47-0800,Trade,Sell to Open,SELL_TO_OPEN,UNG   230317P00012000,Equity Option,Sold 1 UNG 03/17/23 Put 12.00 @ 2.78,278.00,1,278.00,-1.00,-0.132,100,UNG,UNG,3/17/23,12.0,PUT,252423261,USD
2023-01-27T08:59:47-0800,Trade,Buy to Close,BUY_TO_CLOSE,UNG   230217P00012000,Equity Option,Bought 1 UNG 02/17/23 Put 12.00 @ 2.58,-258.00,1,-258.00,0.00,-0.12,100,UNG,UNG,2/17/23,12.0,PUT,252423261,USD
2023-01-27T07:31:29-0800,Trade,Buy to Close,BUY_TO_CLOSE,SQ    230217P00047500,Equity Option,Bought 1 SQ 02/17/23 Put 47.50 @ 0.04,-4.00,1,-4.00,0.00,-0.12,100,SQ,SQ,2/17/23,47.5,PUT,252367939,USD
2023-01-25T06:54:33-0800,Trade,Sell to Close,SELL_TO_CLOSE,MSFT  230317C00240000,Equity Option,Sold 1 MSFT 03/17/23 Call 240.00 @ 5.61,561.00,1,561.00,0.00,-0.142,100,MSFT,MSFT,3/17/23,240.0,CALL,251884549,USD
2023-01-25T06:38:14-0800,Trade,Buy to Close,BUY_TO_CLOSE,MSFT  230127C00250000,Equity Option,Bought 1 MSFT 01/27/23 Call 250.00 @ 0.06,-6.00,1,-6.00,0.00,-0.12,100,MSFT,MSFT,1/27/23,250.0,CALL,251867746,USD
2023-01-24T11:51:32-0800,Trade,Sell to Open,SELL_TO_OPEN,MSFT  230127C00250000,Equity Option,Sold 1 MSFT 01/27/23 Call 250.00 @ 2.92,292.00,1,292.00,-1.00,-0.132,100,MSFT,MSFT,1/27/23,250.0,CALL,251801661,USD
2023-01-24T11:51:32-0800,Trade,Buy to Open,BUY_TO_OPEN,MSFT  230317C00240000,Equity Option,Bought 1 MSFT 03/17/23 Call 240.00 @ 12.21,"-1,221.00",1,"-1,221.00",-1.00,-0.12,100,MSFT,MSFT,3/17/23,240.0,CALL,251801661,USD
2023-01-21T07:48:45-0800,Money Movement,Balance Adjustment,,,,Regulatory fee adjustment,-0.04,0,,--,0.00,,,,,,,,USD
2023-01-20T12:06:50-0800,Trade,Sell to Open,SELL_TO_OPEN,SPY   230317P00387000,Equity Option,Sold 1 SPY 03/17/23 Put 387.00 @ 7.98,798.00,1,798.00,-1.00,-0.142,100,SPY,SPY,3/17/23,387.0,PUT,251381750,USD
2023-01-20T12:06:50-0800,Trade,Buy to Open,BUY_TO_OPEN,SPY   230421P00406000,Equity Option,Bought 1 SPY 04/21/23 Put 406.00 @ 18.66,"-1,866.00",1,"-1,866.00",-1.00,-0.12,100,SPY,SPY,4/21/23,406.0,PUT,251381750,USD
2023-01-19T07:47:21-0800,Trade,Buy to Close,BUY_TO_CLOSE,GDXJ  230217C00043000,Equity Option,Bought 1 GDXJ 02/17/23 Call 43.00 @ 0.60,-60.00,1,-60.00,0.00,-0.12,100,GDXJ,GDXJ,2/17/23,43.0,CALL,251066654,USD
2023-01-19T07:47:21-0800,Trade,Buy to Close,BUY_TO_CLOSE,GDXJ  230217P00031000,Equity Option,Bought 1 GDXJ 02/17/23 Put 31.00 @ 0.10,-10.00,1,-10.00,0.00,-0.12,100,GDXJ,GDXJ,2/17/23,31.0,PUT,251066654,USD
2023-01-19T07:39:27-0800,Trade,Sell to Close,SELL_TO_CLOSE,TGT   230217C00195000,Equity Option,Sold 1 TGT 02/17/23 Call 195.00 @ 0.05,5.00,1,5.00,0.00,-0.132,100,TGT,TGT,2/17/23,195.0,CALL,251066423,USD
2023-01-19T07:39:27-0800,Trade,Sell to Close,SELL_TO_CLOSE,TGT   230217P00100000,Equity Option,Sold 1 TGT 02/17/23 Put 100.00 @ 0.01,1.00,1,1.00,0.00,-0.132,100,TGT,TGT,2/17/23,100.0,PUT,251066423,USD
2023-01-19T07:39:27-0800,Trade,Buy to Close,BUY_TO_CLOSE,TGT   230217C00165000,Equity Option,Bought 1 TGT 02/17/23 Call 165.00 @ 2.17,-217.00,1,-217.00,0.00,-0.12,100,TGT,TGT,2/17/23,165.0,CALL,251066423,USD
2023-01-19T07:39:27-0800,Trade,Buy to Close,BUY_TO_CLOSE,TGT   230217P00130000,Equity Option,Bought 1 TGT 02/17/23 Put 130.00 @ 0.29,-29.00,1,-29.00,0.00,-0.12,100,TGT,TGT,2/17/23,130.0,PUT,251066423,USD
2023-01-18T06:52:12-0800,Trade,Sell to Close,SELL_TO_CLOSE,XOP   230217C00170000,Equity Option,Sold 1 XOP 02/17/23 Call 170.00 @ 0.19,19.00,1,19.00,0.00,-0.132,100,XOP,XOP,2/17/23,170.0,CALL,250804875,USD
2023-01-18T06:52:12-0800,Trade,Sell to Close,SELL_TO_CLOSE,XOP   230217P00085000,Equity Option,Sold 1 XOP 02/17/23 Put 85.00 @ 0.02,2.00,1,2.00,0.00,-0.132,100,XOP,XOP,2/17/23,85.0,PUT,250804875,USD
2023-01-18T06:52:12-0800,Trade,Buy to Close,BUY_TO_CLOSE,XOP   230217C00149000,Equity Option,Bought 1 XOP 02/17/23 Call 149.00 @ 3.19,-319.00,1,-319.00,0.00,-0.12,100,XOP,XOP,2/17/23,149.0,CALL,250804875,USD
2023-01-18T06:52:12-0800,Trade,Buy to Close,BUY_TO_CLOSE,XOP   230217P00110000,Equity Option,Bought 1 XOP 02/17/23 Put 110.00 @ 0.17,-17.00,1,-17.00,0.00,-0.12,100,XOP,XOP,2/17/23,110.0,PUT,250804875,USD
2023-01-17T14:00:00-0800,Money Movement,Credit Interest,,,,INTEREST ON CREDIT BALANCE,0.22,0,,--,0.00,,,,,,,,USD
2023-01-14T06:47:57-0800,Money Movement,Balance Adjustment,,,,Regulatory fee adjustment,-0.02,0,,--,0.00,,,,,,,,USD
2023-01-10T08:05:52-0800,Trade,Buy to Close,BUY_TO_CLOSE,XLE   230217C00096000,Equity Option,Bought 1 XLE 02/17/23 Call 96.00 @ 0.68,-68.00,1,-68.00,0.00,-0.12,100,XLE,XLE,2/17/23,96.0,CALL,249805002,USD
2023-01-10T08:05:52-0800,Trade,Buy to Close,BUY_TO_CLOSE,XLE   230217P00073000,Equity Option,Bought 1 XLE 02/17/23 Put 73.00 @ 0.40,-40.00,1,-40.00,0.00,-0.12,100,XLE,XLE,2/17/23,73.0,PUT,249805002,USD
2023-01-10T06:50:34-0800,Trade,Sell to Close,SELL_TO_CLOSE,FDX   230217P00145000,Equity Option,Sold 1 FDX 02/17/23 Put 145.00 @ 0.20,20.00,1,20.00,0.00,-0.132,100,FDX,FDX,2/17/23,145.0,PUT,249760474,USD
2023-01-10T06:50:34-0800,Trade,Sell to Close,SELL_TO_CLOSE,FDX   230217C00220000,Equity Option,Sold 1 FDX 02/17/23 Call 220.00 @ 0.35,35.00,1,35.00,0.00,-0.132,100,FDX,FDX,2/17/23,220.0,CALL,249760474,USD
2023-01-10T06:50:34-0800,Trade,Buy to Close,BUY_TO_CLOSE,FDX   230217P00165000,Equity Option,Bought 1 FDX 02/17/23 Put 165.00 @ 1.23,-123.00,1,-123.00,0.00,-0.12,100,FDX,FDX,2/17/23,165.0,PUT,249760474,USD
2023-01-10T06:50:34-0800,Trade,Buy to Close,BUY_TO_CLOSE,FDX   230217C00200000,Equity Option,Bought 1 FDX 02/17/23 Call 200.00 @ 2.80,-280.00,1,-280.00,0.00,-0.12,100,FDX,FDX,2/17/23,200.0,CALL,249760474,USD
2023-01-09T09:34:24-0800,Trade,Buy to Close,BUY_TO_CLOSE,AMZN  230217P00075000,Equity Option,Bought 1 AMZN 02/17/23 Put 75.00 @ 1.38,-138.00,1,-138.00,0.00,-0.12,100,AMZN,AMZN,2/17/23,75.0,PUT,249641956,USD
2023-01-09T06:37:27-0800,Trade,Sell to Close,SELL_TO_CLOSE,F,Equity,Sold 200 F @ 12.64,"2,528.02",200,12.64,0.00,-0.249,,,,,,,249531294,USD
2023-01-07T07:34:30-0800,Money Movement,Balance Adjustment,,,,Regulatory fee adjustment,-0.06,0,,--,0.00,,,,,,,,USD
2023-01-05T07:57:36-0800,Trade,Buy to Close,BUY_TO_CLOSE,UNG   230217C00026000,Equity Option,Bought 1 UNG 02/17/23 Call 26.00 @ 0.07,-7.00,1,-7.00,0.00,-0.12,100,UNG,UNG,2/17/23,26.0,CALL,249150975,USD
2023-01-04T08:06:46-0800,Trade,Buy to Open,BUY_TO_OPEN,AAPL  230217C00145000,Equity Option,Bought 1 AAPL 02/17/23 Call 145.00 @ 1.09,-109.00,1,-109.00,-1.00,-0.12,100,AAPL,AAPL,2/17/23,145.0,CALL,248946578,USD
2023-01-04T08:06:46-0800,Trade,Sell to Open,SELL_TO_OPEN,AAPL  230217C00135000,Equity Option,Sold 1 AAPL 02/17/23 Call 135.00 @ 3.40,340.00,1,340.00,-1.00,-0.132,100,AAPL,AAPL,2/17/23,135.0,CALL,248946578,USD
2023-01-04T07:58:58-0800,Trade,Buy to Open,BUY_TO_OPEN,FDX   230217P00145000,Equity Option,Bought 1 FDX 02/17/23 Put 145.00 @ 0.61,-61.00,1,-61.00,-1.00,-0.12,100,FDX,FDX,2/17/23,145.0,PUT,248943389,USD
2023-01-04T07:58:58-0800,Trade,Sell to Open,SELL_TO_OPEN,FDX   230217P00165000,Equity Option,Sold 1 FDX 02/17/23 Put 165.00 @ 2.61,261.00,1,261.00,-1.00,-0.132,100,FDX,FDX,2/17/23,165.0,PUT,248943389,USD
2023-01-04T07:58:58-0800,Trade,Buy to Open,BUY_TO_OPEN,FDX   230217C00220000,Equity Option,Bought 1 FDX 02/17/23 Call 220.00 @ 0.27,-27.00,1,-27.00,-1.00,-0.12,100,FDX,FDX,2/17/23,220.0,CALL,248943389,USD
2023-01-04T07:58:58-0800,Trade,Sell to Open,SELL_TO_OPEN,FDX   230217C00200000,Equity Option,Sold 1 FDX 02/17/23 Call 200.00 @ 1.90,190.00,1,190.00,-1.00,-0.132,100,FDX,FDX,2/17/23,200.0,CALL,248943389,USD
2023-01-03T12:03:11-0800,Trade,Buy to Open,BUY_TO_OPEN,XOP   230217C00170000,Equity Option,Bought 1 XOP 02/17/23 Call 170.00 @ 0.22,-22.00,1,-22.00,-1.00,-0.12,100,XOP,XOP,2/17/23,170.0,CALL,248827503,USD
2023-01-03T12:03:11-0800,Trade,Sell to Open,SELL_TO_OPEN,XOP   230217C00149000,Equity Option,Sold 1 XOP 02/17/23 Call 149.00 @ 1.67,167.00,1,167.00,-1.00,-0.132,100,XOP,XOP,2/17/23,149.0,CALL,248827503,USD
2023-01-03T12:03:11-0800,Trade,Sell to Open,SELL_TO_OPEN,XOP   230217P00110000,Equity Option,Sold 1 XOP 02/17/23 Put 110.00 @ 2.41,241.00,1,241.00,-1.00,-0.132,100,XOP,XOP,2/17/23,110.0,PUT,248827503,USD
2023-01-03T12:03:11-0800,Trade,Buy to Open,BUY_TO_OPEN,XOP   230217P00085000,Equity Option,Bought 1 XOP 02/17/23 Put 85.00 @ 0.29,-29.00,1,-29.00,-1.00,-0.12,100,XOP,XOP,2/17/23,85.0,PUT,248827503,USD
2023-01-03T09:57:10-0800,Trade,Buy to Open,BUY_TO_OPEN,META  230217P00065000,Equity Option,Bought 1 META 02/17/23 Put 65.00 @ 0.18,-18.00,1,-18.00,-1.00,-0.12,100,META,META,2/17/23,65.0,PUT,248793994,USD
2023-01-03T09:57:10-0800,Trade,Buy to Open,BUY_TO_OPEN,META  230217C00190000,Equity Option,Bought 1 META 02/17/23 Call 190.00 @ 0.36,-36.00,1,-36.00,-1.00,-0.12,100,META,META,2/17/23,190.0,CALL,248793994,USD
2023-01-03T09:57:10-0800,Trade,Sell to Open,SELL_TO_OPEN,META  230217P00100000,Equity Option,Sold 1 META 02/17/23 Put 100.00 @ 2.71,271.00,1,271.00,-1.00,-0.132,100,META,META,2/17/23,100.0,PUT,248793994,USD
2023-01-03T09:57:10-0800,Trade,Sell to Open,SELL_TO_OPEN,META  230217C00155000,Equity Option,Sold 1 META 02/17/23 Call 155.00 @ 2.29,229.00,1,229.00,-1.00,-0.132,100,META,META,2/17/23,155.0,CALL,248793994,USD
2023-01-03T09:53:41-0800,Trade,Sell to Open,SELL_TO_OPEN,AMZN  230217P00075000,Equity Option,Sold 1 AMZN 02/17/23 Put 75.00 @ 2.50,250.00,1,250.00,-1.00,-0.132,100,AMZN,AMZN,2/17/23,75.0,PUT,248792814,USD
2023-01-03T09:44:56-0800,Trade,Buy to Open,BUY_TO_OPEN,F,Equity,Bought 200 F @ 11.64,"-2,327.98",200,-11.64,0.00,-0.16,,,,,,,248789493,USD
